행정구역,2023년10월_계_총인구수,2023년10월_계_연령구간인구수,2023년10월_계_0~9세,2023년10월_계_10~19세,2023년10월_계_20~29세,2023년10월_계_30~39세,2023년10월_계_40~49세,2023년10월_계_50~59세,2023년10월_계_60~69세,2023년10월_계_70~79세,2023년10월_계_80~89세,2023년10월_계_90~99세,2023년10월_계_100세 이상
강원특별자치도 철원군 서면와수출장소(5178031500),3490,3490,207,287,360,289,467,588,659,354,239,38,2
강원특별자치도 철원군 근남면(5178032000),2038,2038,124,125,192,228,179,285,453,265,167,19,1
강원특별자치도 철원군 근북면(5178033000),100,100,0,3,1,2,6,17,21,28,20,2,0
강원특별자치도 화천군 (5179000000),23113,23113,1467,1623,2973,2629,2367,3619,4336,2193,1674,218,14
강원특별자치도 화천군 화천읍(5179025000),8152,8152,617,713,998,1042,997,1253,1270,661,531,64,6
강원특별자치도 화천군 간동면(5179031000),2586,2586,44,107,189,123,176,554,698,377,266,50,2
강원특별자치도 화천군 하남면(5179032000),2830,2830,110,243,249,196,334,497,644,292,238,25,2
강원특별자치도 화천군 상서면(5179033000),3707,3707,210,154,793,497,267,454,677,334,283,35,3
강원특별자치도 화천군 사내면(5179034000),5838,5838,486,406,744,771,593,861,1047,529,356,44,1
강원특별자치도 양구군 (5180000000),21179,21179,1485,1906,2425,2327,2391,3245,3958,1902,1336,199,5
강원특별자치도 양구군 양구읍(5180025000),13560,13560,1239,1559,1464,1756,1809,1986,2094,933,640,77,3
강원특별자치도 양구군 국토정중앙면(5180031500),3281,3281,94,157,391,236,260,542,826,417,301,55,2
강원특별자치도 양구군 동면(5180032000),1954,1954,94,75,306,176,135,305,421,225,185,32,0
강원특별자치도 양구군 방산면(5180033000),1186,1186,31,53,175,93,79,180,294,151,107,23,0
강원특별자치도 양구군 해안면(5180034000),1198,1198,27,62,89,66,108,232,323,176,103,12,0
강원특별자치도 인제군 (5181000000),32003,32003,2317,2285,3837,3913,3923,4838,6120,2767,1720,273,10
강원특별자치도 인제군 인제읍(5181025000),10136,10136,922,912,1069,1341,1504,1520,1615,751,428,71,3
강원특별자치도 인제군 인제읍귀둔출장소(5181025100),500,500,17,25,26,22,47,114,125,79,36,9,0
강원특별자치도 인제군 남면(5181031000),3821,3821,235,208,490,520,396,542,790,360,238,41,1
강원특별자치도 인제군 북면(5181032000),7869,7869,472,637,833,743,1006,1326,1607,705,472,64,4
강원특별자치도 인제군 기린면(5181033000),5008,5008,331,308,560,628,602,747,1066,431,282,53,0
강원특별자치도 인제군 서화면(5181034000),2629,2629,203,108,559,437,210,301,449,204,137,20,1
강원특별자치도 인제군 상남면(5181035000),2040,2040,137,87,300,222,158,288,468,237,127,15,1
강원특별자치도 고성군 (5182000000),27353,27353,1285,1599,2526,2361,2983,4645,5995,3439,2186,320,14
강원특별자치도 고성군 간성읍(5182025000),7331,7331,564,561,910,917,898,1089,1253,647,426,65,1
강원특별자치도 고성군 거진읍(5182025300),5757,5757,136,301,392,297,499,998,1448,944,642,95,5
강원특별자치도 고성군 현내면(5182031000),2223,2223,55,82,114,124,176,350,626,392,262,41,1
강원특별자치도 고성군 죽왕면(5182032000),3431,3431,100,157,298,230,324,591,840,486,343,59,3
강원특별자치도 고성군 토성면(5182033000),8611,8611,430,498,812,793,1086,1617,1828,970,513,60,4
강원특별자치도 양양군 (5183000000),27729,27729,1086,1697,2127,2102,3333,4855,6182,3739,2250,346,12
강원특별자치도 양양군 양양읍(5183025000),12503,12503,712,1054,1138,1144,1813,2213,2302,1294,716,113,4
강원특별자치도 양양군 서면(5183031000),2711,2711,27,143,171,131,263,477,687,492,281,38,1
강원특별자치도 양양군 손양면(5183032000),2295,2295,62,87,152,174,211,409,525,351,287,36,1
강원특별자치도 양양군 현북면(5183033000),2616,2616,65,90,162,172,268,419,706,444,250,37,3
강원특별자치도 양양군 현남면(5183034000),3010,3010,68,112,153,185,308,473,776,523,348,64,0
강원특별자치도 양양군 강현면(5183035000),4594,4594,152,211,351,296,470,864,1186,635,368,58,3
충청북도  (4300000000),1594211,1594211,104228,144669,182961,187617,232117,270446,258009,127590,75325,10976,273
충청북도 청주시 (4311000000),852448,852448,64146,84566,112658,117899,134918,140213,114384,51755,27770,4046,93
충청북도 청주시 상당구 (4311100000),200472,200472,15321,20107,23378,24949,30977,34449,28931,13649,7622,1064,25
충청북도 청주시 상당구 낭성면(4311131000),2094,2094,35,48,107,118,138,360,635,374,246,32,1
충청북도 청주시 상당구 미원면(4311132000),4672,4672,93,146,231,244,345,724,1406,832,553,97,1
충청북도 청주시 상당구 가덕면(4311133000),3750,3750,64,114,220,206,300,738,1078,574,409,46,1
충청북도 청주시 상당구 남일면(4311134000),6539,6539,301,398,583,620,694,1169,1523,670,503,75,3
충청북도 청주시 상당구 문의면(4311135000),3675,3675,57,151,237,180,282,691,923,580,490,83,1
충청북도 청주시 상당구 중앙동(4311152500),6627,6627,315,483,965,860,842,1047,1010,620,445,38,2
충청북도 청주시 상당구 성안동(4311154500),6518,6518,212,313,793,708,738,1104,1277,797,486,90,0
충청북도 청주시 상당구 탑대성동(4311162000),11386,11386,620,915,1337,1297,1518,2006,1848,1140,626,78,1
충청북도 청주시 상당구 영운동(4311167000),10179,10179,472,766,1115,1022,1386,1878,1889,1051,541,57,2
충청북도 청주시 상당구 금천동(4311168000),29793,29793,2017,3509,3629,3110,4867,5396,4031,2095,1013,124,2
충청북도 청주시 상당구 용담.명암.산성동(4311169000),12960,12960,1134,2009,1355,1280,2446,2199,1440,711,332,51,3
충청북도 청주시 상당구 용암1동(4311172000),57990,57990,5163,6517,7523,8168,9874,9826,6975,2548,1201,190,5
충청북도 청주시 상당구 용암2동(4311173000),44289,44289,4838,4738,5283,7136,7547,7311,4896,1657,777,103,3
충청북도 청주시 서원구 (4311200000),186595,186595,10689,18018,26408,21213,27149,33367,28418,13351,6956,1006,20
충청북도 청주시 서원구 남이면(4311231000),9888,9888,529,559,967,980,1136,2054,2149,871,554,88,1
충청북도 청주시 서원구 현도면(4311232000),3079,3079,51,87,152,163,270,529,816,525,396,88,2
충청북도 청주시 서원구 사직1동(4311251000),4462,4462,188,269,480,438,579,879,899,451,252,27,0
충청북도 청주시 서원구 사직2동(4311252000),12750,12750,1123,1326,1234,1567,1935,2004,2110,908,463,80,0
충청북도 청주시 서원구 사창동(4311253000),14406,14406,482,837,3436,2021,1726,1965,2031,1247,603,57,1
충청북도 청주시 서원구 모충동(4311254000),17269,17269,898,1110,2768,2282,2064,2822,3043,1444,736,97,5
충청북도 청주시 서원구 산남동(4311255000),25504,25504,1833,3587,3426,2821,4531,4892,2649,1136,536,91,2
충청북도 청주시 서원구 분평동(4311256000),28778,28778,1824,3492,3928,2961,4605,5858,3523,1549,908,127,3
충청북도 청주시 서원구 수곡1동(4311257000),12895,12895,422,833,1854,1260,1532,2262,2522,1401,731,75,3
충청북도 청주시 서원구 수곡2동(4311258000),15136,15136,747,1230,1662,1641,1864,2816,2951,1378,741,105,1
충청북도 청주시 서원구 성화.개신.죽림동(4311259000),42428,42428,2592,4688,6501,5079,6907,7286,5725,2441,1036,171,2
충청북도 청주시 흥덕구 (4311300000),274246,274246,22251,26688,38456,43532,44323,44037,33352,13687,6838,1055,27
충청북도 청주시 흥덕구 오송읍(4311325000),30928,30928,2566,2616,4410,6563,4977,4170,3268,1416,815,126,1
충청북도 청주시 흥덕구 강내면(4311331000),10429,10429,523,996,1312,1002,1458,1948,1757,868,486,76,3
충청북도 청주시 흥덕구 옥산면(4311332000),17557,17557,1987,1352,1556,2968,2838,2664,2422,1071,604,92,3
충청북도 청주시 흥덕구 운천.신봉동(4311370000),15165,15165,625,1193,2003,1532,2033,2991,2794,1260,629,101,4
충청북도 청주시 흥덕구 복대1동(4311374100),49819,49819,4855,6471,6487,7789,9739,7769,4274,1587,735,111,2
충청북도 청주시 흥덕구 복대2동(4311374200),15460,15460,441,920,3286,1890,1782,2557,2617,1319,571,75,2
충청북도 청주시 흥덕구 가경동(4311374700),54595,54595,4397,6381,6927,6715,9016,10168,7154,2510,1147,175,5
충청북도 청주시 흥덕구 봉명1동(4311375100),9168,9168,345,509,1709,1633,1229,1431,1394,620,262,34,2
충청북도 청주시 흥덕구 봉명2.송정동(4311375600),23634,23634,1321,2100,3720,4020,3755,3917,3049,1140,527,84,1
충청북도 청주시 흥덕구 강서제1동(4311376000),31034,31034,2301,2710,5123,5174,4718,4899,3647,1514,804,140,4
충청북도 청주시 흥덕구 강서제2동(4311377000),16457,16457,2890,1440,1923,4246,2778,1523,976,382,258,41,0
충청북도 청주시 청원구 (4311400000),191135,191135,15885,19753,24416,28205,32469,28360,23683,11068,6354,921,21
충청북도 청주시 청원구 내수읍(4311425000),18650,18650,1051,1703,2169,1755,2696,3534,3161,1469,957,150,5
충청북도 청주시 청원구 오창읍(4311425300),68558,68558,8088,8210,7970,13214,13604,8213,5468,2342,1241,206,2
충청북도 청주시 청원구 북이면(4311431000),4330,4330,58,143,262,284,369,742,1189,689,507,84,3
충청북도 청주시 청원구 우암동(4311451000),12266,12266,434,714,2217,1430,1414,1878,2058,1270,764,86,1
충청북도 청주시 청원구 내덕1동(4311452000),8079,8079,260,463,908,752,1003,1416,1643,973,586,74,1
충청북도 청주시 청원구 내덕2동(4311453000),13191,13191,713,1035,2008,1562,1835,2219,2011,1133,610,64,1
충청북도 청주시 청원구 율량.사천동(4311454000),48251,48251,3478,4951,7089,6855,7867,8006,6256,2349,1210,184,6
충청북도 청주시 청원구 오근장동(4311455000),17810,17810,1803,2534,1793,2353,3681,2352,1897,843,479,73,2
충청북도 충주시 (4313000000),207892,207892,12322,17910,21962,22323,29216,36325,36497,18357,11311,1625,44
충청북도 충주시 주덕읍(4313025000),4803,4803,86,196,352,316,411,924,1272,678,481,86,1
충청북도 충주시 살미면(4313031000),1995,1995,33,49,78,95,123,358,635,378,204,37,5
충청북도 충주시 수안보면(4313032500),2829,2829,50,104,143,138,222,488,851,479,310,44,0
충청북도 충주시 대소원면(4313033500),9645,9645,632,444,1527,1505,1276,1517,1585,645,441,72,1
충청북도 충주시 신니면(4313035000),2748,2748,25,73,110,121,174,476,847,477,386,59,0
충청북도 충주시 노은면(4313036000),2225,2225,36,80,92,95,152,331,688,426,280,44,1
충청북도 충주시 앙성면(4313037000),3914,3914,53,111,188,176,268,741,1171,680,433,93,0
충청북도 충주시 중앙탑면(4313038500),14044,14044,1916,1325,1252,3066,2509,1635,1371,579,340,51,0
충청북도 충주시 금가면(4313039000),3921,3921,280,276,580,469,505,523,643,349,264,32,0
충청북도 충주시 동량면(4313040000),3498,3498,85,132,209,162,252,646,953,557,426,75,1
충청북도 충주시 산척면(4313041000),2190,2190,39,66,107,97,166,361,639,375,294,45,1
충청북도 충주시 엄정면(4313042000),3024,3024,57,128,129,139,206,469,932,488,405,68,3
충청북도 충주시 소태면(4313043000),1885,1885,45,84,64,85,119,297,587,310,259,35,0
충청북도 충주시 성내.충인동(4313051500),2501,2501,91,139,242,188,280,401,530,375,225,29,1
충청북도 충주시 교현.안림동(4313053500),22746,22746,1368,2282,2356,2115,3406,4233,3886,1860,1099,135,6
충청북도 충주시 교현2동(4313054000),6384,6384,186,442,683,520,792,1132,1258,825,481,64,1
충청북도 충주시 용산동(4313055000),14324,14324,877,1901,1555,1316,2548,2637,1940,916,566,66,2
충청북도 충주시 지현동(4313056000),5050,5050,203,456,503,415,684,857,949,583,359,41,0
충청북도 충주시 문화동(4313057100),9038,9038,272,574,877,714,1062,1619,1932,1252,649,84,3
충청북도 충주시 호암.직동(4313058000),22176,22176,2235,2688,2637,3597,3987,3305,2309,891,453,71,3
충청북도 충주시 달천동(4313060500),3887,3887,62,137,647,255,359,696,910,464,315,42,0
충청북도 충주시 봉방동(4313061000),8815,8815,374,659,962,826,1213,1699,1643,932,458,45,4
충청북도 충주시 칠금.금릉동(4313062500),14053,14053,756,1535,1699,1314,2106,2897,2179,959,539,66,3
충청북도 충주시 연수동(4313063000),35727,35727,2125,3389,4283,3881,5338,6821,5816,2476,1390,201,7
충청북도 충주시 목행.용탄동(4313064000),6470,6470,436,640,687,718,1058,1262,971,403,254,40,1
충청북도 제천시 (4315000000),130645,130645,7133,11301,14212,11645,16525,22935,25128,13295,7493,949,29
충청북도 제천시 봉양읍(4315025000),6693,6693,202,322,416,388,571,1235,1845,982,632,97,3
충청북도 제천시 금성면(4315031000),1826,1826,27,78,88,95,118,278,579,300,225,36,2
충청북도 제천시 청풍면(4315032000),1266,1266,19,41,55,58,83,224,406,213,154,12,1
충청북도 제천시 수산면(4315033000),2003,2003,31,50,64,65,114,363,651,395,242,28,0
충청북도 제천시 덕산면(4315034000),2151,2151,56,171,84,77,147,316,630,396,234,40,0
충청북도 제천시 한수면(4315035000),661,661,15,30,23,27,60,125,194,103,70,13,1
충청북도 제천시 백운면(4315036000),3340,3340,66,138,135,137,202,544,1081,574,400,63,0
충청북도 제천시 송학면(4315038000),4708,4708,83,197,413,234,319,813,1376,752,456,64,1
충청북도 제천시 교동(4315051000),18039,18039,1268,2115,1990,1781,2858,3511,2656,1201,605,51,3
충청북도 제천시 의림지동(4315051800),10063,10063,651,1044,1521,905,1443,1801,1550,704,380,62,2
충청북도 제천시 중앙동(4315052800),5467,5467,211,355,563,423,612,937,1165,762,394,44,1
충청북도 제천시 남현동(4315053700),4763,4763,157,272,513,373,510,793,1107,683,331,23,1
충청북도 제천시 영서동(4315054700),9873,9873,699,884,875,995,1421,1670,1726,994,538,67,4
충청북도 제천시 용두동(4315056000),18949,18949,1163,2086,3247,2090,2448,3127,2791,1199,703,94,1
충청북도 제천시 신백동(4315057700),10723,10723,523,1071,1224,891,1487,2184,1779,968,534,61,1
충청북도 제천시 청전동(4315059000),15170,15170,560,1012,1657,1310,1789,2631,3362,1853,886,106,4
충청북도 제천시 화산동(4315060500),14950,14950,1402,1435,1344,1796,2343,2383,2230,1216,709,88,4
충청북도 보은군 (4372000000),31073,31073,1124,1883,1958,1856,2911,5239,7712,4447,3332,599,12
충청북도 보은군 보은읍(4372025000),14392,14392,791,1250,1206,1117,1732,2554,2890,1582,1070,194,6
충청북도 보은군 속리산면(4372031500),1789,1789,24,60,93,72,111,363,517,321,198,29,1
충청북도 보은군 장안면(4372032500),1407,1407,72,63,96,115,152,231,311,180,158,28,1
충청북도 보은군 마로면(4372033000),2100,2100,37,86,71,64,131,307,656,390,313,44,1
충청북도 보은군 탄부면(4372034000),1580,1580,17,42,61,62,92,229,440,310,274,53,0
충청북도 보은군 삼승면(4372035000),2231,2231,48,89,138,151,200,330,582,351,302,39,1
충청북도 보은군 수한면(4372036000),1825,1825,38,81,73,76,125,261,576,315,232,47,1
충청북도 보은군 회남면(4372037000),732,732,15,25,17,21,38,112,268,132,89,15,0
충청북도 보은군 회인면(4372038500),1705,1705,33,76,56,62,101,275,496,315,244,46,1
충청북도 보은군 내북면(4372039000),1613,1613,28,54,72,52,114,272,462,280,220,59,0
충청북도 보은군 산외면(4372040000),1699,1699,21,57,75,64,115,305,514,271,232,45,0
충청북도 옥천군 (4373000000),49011,49011,1961,3635,3753,3227,5640,8491,10882,6510,4185,708,19
충청북도 옥천군 옥천읍(4373025000),28391,28391,1612,2923,2859,2351,4183,4976,4894,2812,1547,228,6
충청북도 옥천군 동이면(4373031000),3154,3154,68,108,153,143,237,596,945,484,349,68,3
충청북도 옥천군 안남면(4373032000),1372,1372,37,53,50,58,75,218,400,255,184,42,0
충청북도 옥천군 안내면(4373033000),1922,1922,31,70,77,60,135,301,554,360,283,49,2
충청북도 옥천군 청성면(4373034000),2286,2286,29,49,71,72,107,355,740,427,361,73,2
충청북도 옥천군 청산면(4373035000),2884,2884,42,116,104,100,190,446,820,588,420,55,3
충청북도 옥천군 이원면(4373036000),3971,3971,67,153,188,207,328,667,1068,716,481,95,1
충청북도 옥천군 군서면(4373037000),2103,2103,31,70,100,91,146,361,595,394,259,56,0
충청북도 옥천군 군북면(4373038000),2928,2928,44,93,151,145,239,571,866,474,301,42,2
충청북도 영동군 (4374000000),44353,44353,1662,2924,3341,2669,4448,7802,10264,6307,4320,601,15
충청북도 영동군 영동읍(4374025000),19533,19533,1160,1863,2064,1612,2662,3473,3393,1995,1173,135,3
충청북도 영동군 용산면(4374031000),3244,3244,62,121,212,177,249,617,893,507,358,45,3
충청북도 영동군 황간면(4374032000),3986,3986,112,251,205,207,342,720,1045,655,410,38,1
충청북도 영동군 추풍령면(4374033500),2182,2182,44,79,104,92,170,390,618,381,264,38,2
충청북도 영동군 매곡면(4374034000),1851,1851,40,79,89,72,121,309,519,308,263,49,2
충청북도 영동군 상촌면(4374035000),2175,2175,33,89,71,80,110,364,626,443,303,55,1
