행정구역,2023년10월_계_총인구수,2023년10월_계_연령구간인구수,2023년10월_계_0~9세,2023년10월_계_10~19세,2023년10월_계_20~29세,2023년10월_계_30~39세,2023년10월_계_40~49세,2023년10월_계_50~59세,2023년10월_계_60~69세,2023년10월_계_70~79세,2023년10월_계_80~89세,2023년10월_계_90~99세,2023년10월_계_100세 이상
전라남도 곡성군 고달면(4672036000),1127,1127,22,37,70,60,67,182,271,189,194,35,0
전라남도 곡성군 옥과면(4672037000),4036,4036,152,356,427,286,466,699,759,474,354,58,5
전라남도 곡성군 입면(4672038000),2314,2314,51,137,193,104,223,471,460,307,310,57,1
전라남도 곡성군 겸면(4672039000),1616,1616,24,74,82,83,136,279,375,257,253,52,1
전라남도 곡성군 오산면(4672040000),1433,1433,38,48,99,57,105,258,385,214,193,36,0
전라남도 구례군 (4673000000),24359,24359,848,1616,1608,1339,2435,4378,5215,3581,2890,440,9
전라남도 구례군 구례읍(4673025000),10336,10336,520,929,885,742,1279,1859,1889,1263,836,133,1
전라남도 구례군 문척면(4673031000),1275,1275,34,64,68,48,106,265,310,184,174,20,2
전라남도 구례군 간전면(4673032000),1407,1407,28,55,73,58,112,252,328,249,221,30,1
전라남도 구례군 토지면(4673033000),2477,2477,46,110,124,96,180,491,683,366,324,56,1
전라남도 구례군 마산면(4673034000),2506,2506,67,165,163,113,261,432,550,398,297,58,2
전라남도 구례군 광의면(4673035000),2158,2158,50,85,89,96,150,335,504,401,391,56,1
전라남도 구례군 용방면(4673036000),1348,1348,29,53,70,72,131,214,279,237,230,32,1
전라남도 구례군 산동면(4673037000),2852,2852,74,155,136,114,216,530,672,483,417,55,0
전라남도 고흥군 (4677000000),61242,61242,2082,3409,3471,3189,5495,9509,13467,10847,8207,1513,53
전라남도 고흥군 고흥읍(4677025000),12473,12473,886,1376,1191,1127,1744,2039,1963,1260,738,139,10
전라남도 고흥군 도양읍(4677025300),9367,9367,420,633,668,605,1014,1611,1975,1497,796,143,5
전라남도 고흥군 도양읍소록출장소(4677025400),555,555,20,28,12,24,42,32,69,151,144,32,1
전라남도 고흥군 도양읍시산출장소(4677025500),194,194,0,9,8,9,22,40,34,31,37,4,0
전라남도 고흥군 풍양면(4677031000),2969,2969,48,73,91,110,218,416,706,670,528,106,3
전라남도 고흥군 도덕면(4677032000),2806,2806,50,101,134,103,186,434,662,548,477,109,2
전라남도 고흥군 금산면(4677033000),4150,4150,89,151,182,143,290,616,994,899,677,107,2
전라남도 고흥군 도화면(4677034000),3674,3674,75,135,149,138,242,578,877,757,608,104,11
전라남도 고흥군 포두면(4677035000),4677,4677,80,184,216,164,340,755,1075,948,763,149,3
전라남도 고흥군 봉래면(4677036000),1858,1858,47,68,77,59,161,264,458,376,298,45,5
전라남도 고흥군 점암면(4677037000),2589,2589,33,92,90,86,163,394,659,518,447,106,1
전라남도 고흥군 과역면(4677038000),3131,3131,60,112,149,112,212,501,772,588,534,90,1
전라남도 고흥군 남양면(4677039000),2191,2191,36,105,75,92,137,314,608,442,312,68,2
전라남도 고흥군 동강면(4677040000),2969,2969,82,103,168,152,224,426,722,566,432,91,3
전라남도 고흥군 대서면(4677041000),2135,2135,49,58,87,83,127,300,557,419,402,52,1
전라남도 고흥군 두원면(4677042000),2883,2883,47,101,96,61,190,401,653,636,591,105,2
전라남도 고흥군 영남면(4677044000),1219,1219,35,30,36,55,78,178,289,264,220,33,1
전라남도 고흥군 동일면(4677045000),1402,1402,25,50,42,66,105,210,394,277,203,30,0
전라남도 보성군 (4678000000),37785,37785,1263,2302,2380,2043,3494,6147,8038,6100,5099,891,28
전라남도 보성군 보성읍(4678025000),8554,8554,531,777,760,739,1046,1444,1481,966,687,120,3
전라남도 보성군 벌교읍(4678025300),11005,11005,367,755,712,535,1078,1766,2278,1883,1392,230,9
전라남도 보성군 노동면(4678031000),1065,1065,16,37,46,38,73,170,250,186,208,39,2
전라남도 보성군 미력면(4678032000),1337,1337,27,46,70,65,87,229,331,221,220,39,2
전라남도 보성군 겸백면(4678033000),1100,1100,20,44,49,39,83,179,226,207,213,38,2
전라남도 보성군 율어면(4678034000),1135,1135,20,63,48,45,100,172,243,187,226,31,0
전라남도 보성군 복내면(4678035000),1542,1542,30,62,76,57,94,233,385,271,282,51,1
전라남도 보성군 문덕면(4678036000),928,928,25,48,51,35,69,164,215,147,148,26,0
전라남도 보성군 조성면(4678037000),3459,3459,87,145,182,146,270,544,758,682,550,91,4
전라남도 보성군 득량면(4678038000),2590,2590,34,111,107,102,213,411,639,460,424,85,4
전라남도 보성군 득량면예당출장소(4678038500),1127,1127,31,63,64,67,115,175,255,186,148,23,0
전라남도 보성군 회천면(4678039000),2908,2908,57,125,159,129,214,510,727,496,414,77,0
전라남도 보성군 웅치면(4678040000),1035,1035,18,26,56,46,52,150,250,208,187,41,1
전라남도 화순군 (4679000000),61310,61310,2738,5144,6170,4545,7157,11223,11068,7044,5427,769,25
전라남도 화순군 화순읍(4679025000),39151,39151,2296,4270,4926,3452,5555,7442,5621,3290,2034,253,12
전라남도 화순군 화순읍민원출장소(4679025100),0,0,0,0,0,0,0,0,0,0,0,0,0
전라남도 화순군 한천면(4679031000),901,901,15,33,47,47,80,155,209,175,126,12,2
전라남도 화순군 한천면영외출장소(4679031500),411,411,4,13,10,7,34,59,108,87,81,8,0
전라남도 화순군 춘양면(4679032000),1728,1728,23,60,91,72,112,289,416,307,295,60,3
전라남도 화순군 청풍면(4679033000),994,994,14,25,37,33,58,173,244,180,192,38,0
전라남도 화순군 이양면(4679034000),1759,1759,30,41,94,78,118,282,418,330,306,61,1
전라남도 화순군 능주면(4679035000),3012,3012,95,221,218,181,281,461,708,457,336,52,2
전라남도 화순군 도곡면(4679036000),2788,2788,69,110,176,162,236,497,681,430,363,61,3
전라남도 화순군 도암면(4679037000),1396,1396,26,60,68,54,85,224,341,253,251,33,1
전라남도 화순군 이서면(4679038000),919,919,13,30,44,44,53,164,245,163,145,18,0
전라남도 화순군 백아면(4679039500),1557,1557,27,57,66,76,76,258,416,275,268,38,0
전라남도 화순군 동복면(4679040000),1529,1529,25,47,84,54,95,267,372,269,274,42,0
전라남도 화순군 사평면(4679041500),2005,2005,34,49,96,96,137,353,527,339,332,42,0
전라남도 화순군 동면(4679042000),3160,3160,67,128,213,189,237,599,762,489,424,51,1
전라남도 장흥군 (4680000000),35119,35119,1505,2435,2508,2284,3556,5880,7031,5041,4145,712,22
전라남도 장흥군 장흥읍(4680025000),14424,14424,1018,1479,1354,1352,1901,2431,2314,1445,969,158,3
전라남도 장흥군 관산읍(4680025300),4607,4607,111,245,257,211,396,701,1070,822,667,123,4
전라남도 장흥군 대덕읍(4680025600),3133,3133,85,165,193,153,252,545,695,518,454,68,5
전라남도 장흥군 용산면(4680031000),2198,2198,70,99,106,112,176,311,522,368,360,73,1
전라남도 장흥군 안양면(4680032000),2683,2683,63,118,132,139,235,458,620,474,355,87,2
전라남도 장흥군 장동면(4680033000),1156,1156,24,32,52,54,81,179,276,197,223,36,2
전라남도 장흥군 장평면(4680034000),1997,1997,30,73,123,83,133,353,432,334,385,50,1
전라남도 장흥군 유치면(4680035000),968,968,8,20,46,30,61,219,270,150,143,20,1
전라남도 장흥군 부산면(4680036000),1368,1368,30,55,80,39,105,259,262,228,255,54,1
전라남도 장흥군 회진면(4680037000),2585,2585,66,149,165,111,216,424,570,505,334,43,2
전라남도 강진군 (4681000000),32748,32748,1393,2277,2357,2127,3257,5263,6731,4879,3805,646,13
전라남도 강진군 강진읍(4681025000),12966,12966,823,1248,1291,1122,1655,2139,2215,1432,897,140,4
전라남도 강진군 군동면(4681031000),4333,4333,233,333,304,331,422,705,859,579,480,84,3
전라남도 강진군 칠량면(4681032000),2116,2116,36,96,114,83,158,336,515,371,365,41,1
전라남도 강진군 대구면(4681033000),1061,1061,26,40,35,46,81,172,247,224,162,28,0
전라남도 강진군 도암면(4681034000),2364,2364,41,117,104,92,160,329,570,488,379,83,1
전라남도 강진군 신전면(4681035000),1677,1677,39,80,58,57,147,246,420,315,272,42,1
전라남도 강진군 성전면(4681036000),2639,2639,61,105,144,148,187,411,643,491,382,67,0
전라남도 강진군 작천면(4681037000),1787,1787,42,64,93,77,125,282,409,321,311,62,1
전라남도 강진군 병영면(4681038000),1515,1515,32,67,81,59,122,255,339,265,247,46,2
전라남도 강진군 옴천면(4681039000),600,600,15,40,32,20,43,90,112,118,109,21,0
전라남도 강진군 마량면(4681040000),1690,1690,45,87,101,92,157,298,402,275,201,32,0
전라남도 해남군 (4682000000),64735,64735,2977,4747,4752,4124,6994,10924,13086,9416,6716,971,28
전라남도 해남군 해남읍(4682025000),23918,23918,1839,2757,2543,2176,3496,4206,3537,2042,1133,186,3
전라남도 해남군 삼산면(4682031000),2808,2808,66,118,184,150,219,493,670,513,341,49,5
전라남도 해남군 화산면(4682032000),2971,2971,89,107,149,151,248,467,708,567,437,46,2
전라남도 해남군 현산면(4682033000),2652,2652,56,111,132,101,173,448,662,488,416,60,5
전라남도 해남군 송지면(4682034000),5732,5732,211,322,356,328,568,940,1339,902,671,94,1
전라남도 해남군 북평면(4682035000),2599,2599,48,130,169,94,207,407,595,511,391,47,0
전라남도 해남군 북일면(4682036000),1960,1960,54,86,98,63,149,328,422,393,317,49,1
전라남도 해남군 옥천면(4682037000),2850,2850,68,144,152,106,251,523,598,499,438,68,3
전라남도 해남군 계곡면(4682038000),2059,2059,63,80,64,82,186,284,467,372,405,54,2
전라남도 해남군 마산면(4682039000),2283,2283,44,124,106,98,204,382,485,427,348,62,3
전라남도 해남군 황산면(4682040000),4379,4379,110,218,196,222,344,684,1154,812,564,75,0
전라남도 해남군 산이면(4682041000),3504,3504,125,179,201,189,336,566,785,622,429,72,0
전라남도 해남군 문내면(4682042000),3749,3749,125,203,199,206,304,614,892,683,455,67,1
전라남도 해남군 화원면(4682043000),3271,3271,79,168,203,158,309,582,772,585,371,42,2
전라남도 영암군 (4683000000),52404,52404,2625,4101,4734,3986,7014,9520,9362,6024,4344,674,20
전라남도 영암군 영암읍(4683025000),7761,7761,446,719,744,563,981,1318,1385,923,564,113,5
전라남도 영암군 삼호읍(4683025300),15459,15459,1248,1841,1690,1603,2909,2886,1899,910,418,53,2
전라남도 영암군 삼호읍서부출장소(4683025400),6529,6529,393,605,935,721,1245,1514,715,238,135,27,1
전라남도 영암군 덕진면(4683031000),1747,1747,54,82,90,89,147,291,381,287,272,53,1
전라남도 영암군 금정면(4683032000),2029,2029,28,54,120,78,160,382,486,373,294,52,2
전라남도 영암군 신북면(4683033000),3516,3516,78,136,212,181,305,607,868,611,448,69,1
전라남도 영암군 시종면(4683034000),3304,3304,90,108,175,158,294,528,811,612,460,64,4
전라남도 영암군 도포면(4683035000),2117,2117,42,85,143,100,164,363,513,364,309,33,1
전라남도 영암군 군서면(4683036000),3108,3108,72,141,201,166,247,513,704,546,448,69,1
전라남도 영암군 서호면(4683037000),1836,1836,55,64,102,80,143,267,429,333,314,48,1
전라남도 영암군 학산면(4683038000),2844,2844,79,170,213,139,236,491,640,458,358,60,0
전라남도 영암군 미암면(4683039000),2154,2154,40,96,109,108,183,360,531,369,324,33,1
전라남도 무안군 (4684000000),90410,90410,7176,10052,9258,10200,14465,13577,12318,7850,4798,693,23
전라남도 무안군 무안읍(4684025000),10891,10891,650,1098,1289,918,1442,1945,1746,1134,591,77,1
전라남도 무안군 일로읍(4684025300),16288,16288,2325,2008,974,2269,3128,1894,1722,1140,709,115,4
전라남도 무안군 삼향읍(4684025600),5251,5251,132,274,418,321,475,997,1292,794,469,74,5
전라남도 무안군 삼향읍남악출장소(4684025800),34931,34931,3628,5677,4596,5509,7502,4759,2087,812,313,48,0
전라남도 무안군 몽탄면(4684032000),2925,2925,37,92,205,122,217,512,704,509,456,71,0
전라남도 무안군 청계면(4684033000),6419,6419,142,356,958,411,601,1051,1361,881,558,94,6
전라남도 무안군 현경면(4684034000),4429,4429,82,151,267,217,322,809,1088,859,560,73,1
전라남도 무안군 망운면(4684035000),1867,1867,47,71,104,104,169,316,478,349,195,31,3
전라남도 무안군 해제면(4684036000),4633,4633,93,177,265,191,374,788,1127,902,639,74,3
전라남도 무안군 운남면(4684037000),2776,2776,40,148,182,138,235,506,713,470,308,36,0
전라남도 함평군 (4686000000),30604,30604,992,1865,2110,1771,2972,5192,6526,4706,3846,605,19
전라남도 함평군 함평읍(4686025000),8303,8303,421,745,747,618,1053,1413,1426,999,774,105,2
전라남도 함평군 손불면(4686031000),3194,3194,89,147,160,139,288,519,692,622,466,70,2
전라남도 함평군 신광면(4686032000),1731,1731,44,58,102,89,132,265,438,299,252,50,2
전라남도 함평군 학교면(4686033000),3548,3548,80,177,211,173,308,581,811,577,527,98,5
전라남도 함평군 엄다면(4686034000),1856,1856,46,76,121,85,152,348,406,290,284,47,1
전라남도 함평군 대동면(4686035000),2985,2985,66,221,205,165,217,524,638,480,408,59,2
전라남도 함평군 나산면(4686036000),2737,2737,68,119,148,152,234,439,698,449,361,67,2
전라남도 함평군 해보면(4686037000),2694,2694,64,136,180,160,243,481,655,392,330,52,1
전라남도 함평군 월야면(4686038000),3556,3556,114,186,236,190,345,622,762,598,444,57,2
전라남도 영광군 (4687000000),51926,51926,3448,3934,4468,4519,6088,8355,9147,6694,4666,577,30
전라남도 영광군 영광읍(4687025000),22151,22151,1962,2360,2288,2268,3233,3639,3175,1969,1116,134,7
전라남도 영광군 백수읍(4687025300),4488,4488,165,215,302,256,363,717,940,793,651,82,4
전라남도 영광군 홍농읍(4687025600),6646,6646,557,501,749,816,835,1123,955,650,415,42,3
전라남도 영광군 대마면(4687031000),1625,1625,69,66,121,138,127,246,348,261,218,28,3
전라남도 영광군 묘량면(4687032000),1708,1708,90,70,76,124,130,261,356,289,277,34,1
전라남도 영광군 불갑면(4687033000),1399,1399,66,72,89,98,114,220,320,237,159,23,1
전라남도 영광군 군서면(4687034000),2233,2233,81,133,146,133,215,380,422,371,316,35,1
전라남도 영광군 군남면(4687035000),2265,2265,64,75,97,106,171,295,492,434,463,66,2
전라남도 영광군 염산면(4687036000),3852,3852,129,144,202,186,334,573,939,809,468,65,3
전라남도 영광군 법성면(4687037000),4942,4942,238,279,370,358,465,795,1022,793,553,64,5
전라남도 영광군 낙월면(4687038000),413,413,17,13,21,25,70,79,111,52,21,4,0
전라남도 영광군 낙월면안마출장소(4687038500),204,204,10,6,7,11,31,27,67,36,9,0,0
전라남도 장성군 (4688000000),42518,42518,2008,3002,3622,3107,4836,7374,8201,5568,4198,582,20
전라남도 장성군 장성읍(4688025000),13343,13343,805,1237,1202,982,1846,2234,2213,1633,1051,137,3
전라남도 장성군 진원면(4688031000),3613,3613,203,305,277,219,418,653,696,443,344,52,3
전라남도 장성군 남면(4688032000),3635,3635,110,171,329,289,381,663,802,477,360,52,1
전라남도 장성군 동화면(4688033000),1804,1804,48,64,109,124,147,338,445,260,236,32,1
전라남도 장성군 삼서면(4688034000),3062,3062,118,163,208,171,304,557,670,444,390,34,3
전라남도 장성군 삼계면(4688035000),5518,5518,428,505,726,656,724,824,752,466,399,37,1
전라남도 장성군 황룡면(4688036000),3918,3918,119,220,339,233,413,809,837,539,344,63,2
전라남도 장성군 서삼면(4688037000),1475,1475,45,76,111,96,132,258,333,237,162,25,0
전라남도 장성군 북일면(4688038000),1349,1349,34,45,89,78,87,188,338,245,214,28,3
전라남도 장성군 북이면(4688039000),2709,2709,56,135,135,144,211,452,591,464,446,72,3
전라남도 장성군 북하면(4688040000),2092,2092,42,81,97,115,173,398,524,360,252,50,0
전라남도 완도군 (4689000000),46805,46805,2473,3342,3156,3097,5586,7483,9142,6878,4901,729,18
전라남도 완도군 완도읍(4689025000),17322,17322,1229,1614,1566,1505,2435,2957,3051,1869,958,133,5
전라남도 완도군 금일읍(4689025300),3488,3488,174,181,165,231,398,517,729,585,445,61,2
전라남도 완도군 노화읍(4689025600),4108,4108,232,386,266,256,559,610,704,550,457,88,0
전라남도 완도군 노화읍넙도출장소(4689029000),717,717,29,39,33,44,111,99,164,146,48,4,0
전라남도 완도군 군외면(4689031000),3036,3036,61,103,158,131,277,480,746,585,435,56,4
전라남도 완도군 신지면(4689032000),3205,3205,94,173,180,164,317,541,684,557,429,66,0
전라남도 완도군 고금면(4689033000),3996,3996,151,245,201,190,357,614,740,759,649,88,2
전라남도 완도군 약산면(4689034000),2185,2185,80,81,113,92,184,340,511,423,316,44,1
전라남도 완도군 청산면(4689035000),2008,2008,47,82,112,105,188,310,471,330,306,55,2
전라남도 완도군 청산면모도출장소(4689035500),221,221,6,5,13,2,21,40,43,41,41,9,0
전라남도 완도군 소안면(4689036000),2317,2317,117,128,108,132,243,336,461,416,322,54,0
전라남도 완도군 금당면(4689037000),901,901,38,41,52,42,83,149,177,157,138,23,1
전라남도 완도군 보길면(4689038000),2541,2541,185,236,143,169,322,376,498,319,256,37,0
전라남도 완도군 생일면(4689039000),760,760,30,28,46,34,91,114,163,141,101,11,1
전라남도 진도군 (4690000000),28998,28998,1301,2000,2170,1891,3143,4812,5688,4274,3245,460,14
전라남도 진도군 진도읍(4690025000),10430,10430,722,1046,1118,998,1453,1691,1641,1057,614,87,3
전라남도 진도군 군내면(4690031000),2847,2847,83,152,171,144,269,470,620,490,398,49,1
전라남도 진도군 고군면(4690032000),3409,3409,140,230,219,193,359,536,756,516,387,67,6
전라남도 진도군 의신면(4690033000),3327,3327,92,141,185,161,307,565,783,576,449,66,2
전라남도 진도군 임회면(4690034000),3246,3246,92,149,181,144,266,567,721,591,453,82,0
전라남도 진도군 지산면(4690035000),2968,2968,82,123,152,121,209,477,631,595,515,62,1
전라남도 진도군 조도면(4690036000),2152,2152,62,117,112,106,218,382,425,350,350,29,1
전라남도 진도군 조도면가사출장소(4690036500),240,240,8,4,15,7,25,43,46,40,42,10,0
전라남도 진도군 조도면거차출장소(4690036600),379,379,20,38,17,17,37,81,65,59,37,8,0
전라남도 신안군 (4691000000),38074,38074,1321,1925,2408,2310,3932,6753,8469,5986,4361,590,19
전라남도 신안군 지도읍(4691025000),4320,4320,148,212,273,270,421,712,998,689,521,74,2
전라남도 신안군 지도읍선도출장소(4691025100),232,232,6,8,9,13,13,39,67,32,40,5,0
전라남도 신안군 압해읍(4691025300),5505,5505,164,272,386,350,574,1001,1371,794,516,75,2
전라남도 신안군 압해읍매화출장소(4691025400),245,245,11,5,4,11,21,36,69,51,34,3,0
전라남도 신안군 압해읍고이도출장소(4691025500),210,210,13,6,4,16,22,28,42,47,27,5,0
전라남도 신안군 증도면(4691031000),1441,1441,41,51,70,75,144,294,310,231,203,21,1
전라남도 신안군 증도면병풍출장소(4691031500),305,305,9,14,19,16,25,61,67,57,33,4,0
전라남도 신안군 임자면(4691032000),3217,3217,142,213,248,180,383,600,629,490,303,27,2
전라남도 신안군 자은면(4691033000),2228,2228,70,91,114,121,187,407,546,376,295,21,0
전라남도 신안군 비금면(4691034000),3551,3551,112,187,209,192,391,656,800,541,403,58,2
전라남도 신안군 도초면(4691035000),2431,2431,107,185,163,146,246,387,471,360,320,46,0
전라남도 신안군 도초면우이도출장소(4691035500),221,221,7,6,7,15,20,56,55,36,12,7,0
전라남도 신안군 흑산면(4691036000),2135,2135,56,104,168,156,248,427,403,318,217,32,6
전라남도 신안군 흑산면가거도출장소(4691036500),397,397,7,16,36,36,62,105,74,34,26,1,0
전라남도 신안군 흑산면태도출장소(4691036600),198,198,10,17,10,12,28,36,38,28,17,2,0
전라남도 신안군 흑산면홍도출장소(4691036700),433,433,16,16,40,41,55,107,82,42,31,3,0
전라남도 신안군 흑산면대둔도출장소(4691036800),284,284,8,13,22,12,37,53,69,44,22,3,1
전라남도 신안군 하의면(4691037000),1646,1646,42,94,85,88,174,284,352,298,203,26,0
전라남도 신안군 신의면(4691038000),1481,1481,45,112,105,109,192,279,291,202,132,13,1
전라남도 신안군 장산면(4691039000),1486,1486,55,66,69,80,165,213,334,269,203,32,0
전라남도 신안군 안좌면(4691040000),2928,2928,126,126,210,198,282,460,621,478,359,67,1
전라남도 신안군 안좌면자라출장소(4691040500),321,321,19,10,22,37,25,54,72,48,29,5,0
전라남도 신안군 팔금면(4691041000),931,931,23,28,35,48,66,125,232,198,151,25,0
전라남도 신안군 암태면(4691042000),1928,1928,84,73,100,88,151,333,476,323,264,35,1
경상북도  (4700000000),2558085,2558085,153826,217756,249717,260671,359561,442901,449133,251489,150103,22370,558
경상북도 포항시 (4711000000),492941,492941,32487,45755,50227,53885,74178,86455,86228,42623,18515,2520,68
경상북도 포항시 남구 (4711100000),226500,226500,14170,20807,23875,24410,34466,39834,39532,20025,8319,1036,26
경상북도 포항시 남구 구룡포읍(4711125000),6848,6848,82,202,304,327,594,1177,1955,1279,841,85,2
경상북도 포항시 남구 연일읍(4711125300),29254,29254,1716,3429,3137,2562,4632,5872,4904,2084,815,101,2
경상북도 포항시 남구 오천읍(4711125600),57452,57452,4742,6177,6684,7725,10660,9348,7509,3061,1359,184,3
경상북도 포항시 남구 대송면(4711131000),3231,3231,52,106,182,232,260,558,974,565,262,39,1
경상북도 포항시 남구 동해면(4711132000),9485,9485,404,706,840,886,1107,1708,1988,1168,601,74,3
경상북도 포항시 남구 장기면(4711133000),3877,3877,55,122,124,157,281,604,985,813,625,106,5
경상북도 포항시 남구 호미곶면(4711135000),1731,1731,21,51,71,63,132,275,473,364,241,38,2
경상북도 포항시 남구 상대동(4711152500),24033,24033,918,1364,2861,2696,3161,4106,5059,2940,838,87,3
경상북도 포항시 남구 해도동(4711154500),16613,16613,461,742,1384,1497,2030,2936,4123,2480,876,82,2
경상북도 포항시 남구 송도동(4711155000),11674,11674,311,592,859,832,1254,1969,3054,1930,789,82,2
경상북도 포항시 남구 청림동(4711156000),4845,4845,205,220,690,607,490,735,971,646,254,27,0
경상북도 포항시 남구 제철동(4711157000),2606,2606,102,178,477,309,310,440,468,230,84,8,0
경상북도 포항시 남구 효곡동(4711158000),29931,29931,3205,4165,3037,3296,5570,5001,3985,1341,273,57,1
경상북도 포항시 남구 대이동(4711159000),24920,24920,1896,2753,3225,3221,3985,5105,3084,1124,461,66,0
경상북도 포항시 북구 (4711300000),266441,266441,18317,24948,26352,29475,39712,46621,46696,22598,10196,1484,42
경상북도 포항시 북구 흥해읍(4711325000),39943,39943,3245,3687,3530,4445,6131,6919,6757,3260,1712,250,7
경상북도 포항시 북구 신광면(4711331000),2840,2840,49,83,142,102,194,431,851,525,372,89,2
경상북도 포항시 북구 청하면(4711332000),4575,4575,58,194,237,211,398,810,1208,791,564,103,1
경상북도 포항시 북구 송라면(4711333000),2419,2419,34,68,118,89,178,407,652,469,345,59,0
경상북도 포항시 북구 기계면(4711334000),4894,4894,88,161,229,209,322,809,1367,917,681,108,3
경상북도 포항시 북구 죽장면(4711335000),2080,2080,27,49,46,56,102,351,669,422,314,41,3
경상북도 포항시 북구 죽장면상옥출장소(4711335500),613,613,5,10,25,12,24,108,222,117,79,10,1
경상북도 포항시 북구 기북면(4711336000),1299,1299,12,41,46,41,83,218,368,270,185,32,3
경상북도 포항시 북구 중앙동(4711352000),14716,14716,520,700,1397,1583,1767,2413,3167,2075,972,119,3
경상북도 포항시 북구 양학동(4711363000),16799,16799,977,1672,1852,1813,2355,3405,2984,1254,424,63,0
경상북도 포항시 북구 죽도동(4711365500),19529,19529,642,912,2148,2277,2466,3124,4217,2629,990,119,5
경상북도 포항시 북구 용흥동(4711366500),21154,21154,1106,1782,2006,1972,2926,3823,4337,2241,844,114,3
경상북도 포항시 북구 우창동(4711368000),32946,32946,2903,3251,3208,4362,5085,5852,5300,2045,820,113,7
경상북도 포항시 북구 두호동(4711369000),22197,22197,1511,2163,2319,2400,3027,4293,4103,1688,614,78,1
경상북도 포항시 북구 장량동(4711370000),71270,71270,6443,9030,8293,8907,13049,12242,8999,3108,1037,159,3
경상북도 포항시 북구 환여동(4711371000),9167,9167,697,1145,756,996,1605,1416,1495,787,243,27,0
경상북도 경주시 (4713000000),248058,248058,13571,19627,22967,23243,33563,45944,46009,26080,14843,2160,51
경상북도 경주시 감포읍(4713025000),5264,5264,108,215,303,304,525,922,1297,915,589,83,3
경상북도 경주시 안강읍(4713025300),23279,23279,761,1753,1803,1556,2769,4680,4872,2982,1858,239,6
경상북도 경주시 건천읍(4713025600),9036,9036,263,458,549,581,897,1550,2149,1525,920,139,5
경상북도 경주시 외동읍(4713025900),21906,21906,1307,1119,1684,2489,2890,4240,4554,2184,1226,207,6
경상북도 경주시 문무대왕면(4713031500),4179,4179,185,157,409,449,315,650,907,589,446,70,2
경상북도 경주시 양남면(4713032000),6398,6398,245,318,516,486,653,1335,1527,773,460,83,2
경상북도 경주시 내남면(4713033000),4554,4554,70,186,226,229,339,773,1204,824,602,100,1
경상북도 경주시 산내면(4713034000),3206,3206,40,78,97,115,161,504,1045,680,428,57,1
경상북도 경주시 서면(4713035000),3040,3040,45,114,128,141,227,486,774,643,420,62,0
경상북도 경주시 현곡면(4713036000),21287,21287,2066,2365,1915,2536,3604,3812,2907,1282,700,97,3
경상북도 경주시 강동면(4713037000),6065,6065,138,282,423,317,573,1203,1486,945,596,100,2
경상북도 경주시 천북면(4713038000),5728,5728,227,290,439,557,666,1059,1217,735,470,67,1
경상북도 경주시 중부동(4713051500),4742,4742,122,260,422,398,544,746,1024,767,408,51,0
경상북도 경주시 황오동(4713053000),5901,5901,126,278,453,442,615,1039,1391,966,523,65,3
경상북도 경주시 성건동(4713055000),13623,13623,323,788,2194,1130,1506,2242,2597,1918,825,98,2
경상북도 경주시 황남동(4713057000),4087,4087,66,154,242,241,397,673,964,731,543,76,0
경상북도 경주시 선도동(4713059000),14473,14473,866,1565,1707,1290,2320,2872,2088,1104,587,71,3
경상북도 경주시 월성동(4713060500),5626,5626,259,376,349,405,717,987,1198,788,472,73,2
경상북도 경주시 용강동(4713061500),25288,25288,2868,2887,2367,3433,4695,4241,2977,1152,563,103,2
경상북도 경주시 황성동(4713062100),27459,27459,2007,3354,3306,2961,4460,5546,3664,1416,638,104,3
경상북도 경주시 동천동(4713063000),21446,21446,886,1942,2619,2067,3117,4352,3832,1785,744,99,3
경상북도 경주시 불국동(4713065000),9794,9794,553,607,699,1011,1384,1721,1933,1116,682,88,0
경상북도 경주시 보덕동(4713066000),1677,1677,40,81,117,105,189,311,402,260,143,28,1
경상북도 김천시 (4715000000),137958,137958,8760,12210,12594,13734,18582,22954,24501,14240,8908,1434,41
경상북도 김천시 아포읍(4715025000),7738,7738,334,423,519,613,876,1565,1770,959,570,108,1
경상북도 김천시 농소면(4715031000),3128,3128,120,132,246,206,315,573,695,447,341,53,0
경상북도 김천시 남면(4715032000),3003,3003,65,110,144,207,235,533,748,484,394,81,2
경상북도 김천시 개령면(4715034000),2316,2316,50,86,129,126,163,399,621,420,271,50,1
경상북도 김천시 감문면(4715035000),3205,3205,60,90,116,144,213,527,905,568,466,113,3
경상북도 김천시 어모면(4715036000),4007,4007,130,155,258,224,376,729,981,647,431,70,6
경상북도 김천시 봉산면(4715037000),2927,2927,67,126,143,167,263,468,846,496,305,46,0
경상북도 김천시 대항면(4715038000),3323,3323,81,152,210,179,267,625,915,511,323,59,1
경상북도 김천시 감천면(4715039000),1831,1831,45,70,101,91,169,330,461,295,228,40,1
경상북도 김천시 조마면(4715040000),2152,2152,34,74,103,101,174,348,635,373,264,45,1
경상북도 김천시 구성면(4715041000),2698,2698,41,62,121,102,142,449,745,546,404,84,2
경상북도 김천시 지례면(4715042000),1458,1458,25,53,52,57,79,217,398,288,248,40,1
경상북도 김천시 부항면(4715043000),1233,1233,14,39,44,54,87,182,371,221,196,24,1
경상북도 김천시 대덕면(4715044000),2218,2218,37,311,75,91,127,304,557,360,302,52,2
